,OverallQual,SF,GrLivArea,GarageCars,baths,ExterQual_TA,BsmtQual_Ex,TotRmsAbvGrd,GarageYrBlt,KitchenQual_TA,YearRemodAdd,KitchenQual_Ex,FireplaceQu_NA,MasVnrArea,Fireplaces,ExterQual_Gd,BsmtQual_TA,ExterQual_Ex,HeatingQC_Ex,Neighborhood_NridgHt,GarageFinish_Fin,GarageFinish_Unf,porch,LotArea,MasVnrType_None,SaleType_New,MSSubClass_60,GarageType_Detchd,FireplaceQu_Gd,MasVnrType_Stone,KitchenQual_Gd,GarageType_Attchd,GarageArea,ExterirorVinylSd,HeatingQC_TA,LotFrontage,BsmtExposure_Gd,MSZoning_RM,Neighborhood_NoRidge,GarageCond_TA,LotShape_Reg,BsmtExposure_No,CentralAir_Y,SaleType_WD,BsmtQual_Gd,GarageQual_TA,MSZoning_RL,GarageType_BuiltIn,Electrical_SBrkr,MSSubClass_30,RoofStyle_Hip,PavedDrive_Y,HouseStyle_2Story,FireplaceQu_Ex,RoofStyle_Gable,Neighborhood_StoneBr,PavedDrive_N,LotShape_IR1,MasVnrType_BrkFace,Electrical_FuseA,Neighborhood_OldTown,Neighborhood_NAmes,Fence_NA,Neighborhood_Edwards,GarageFinish_RFn,Neighborhood_IDOTRR,HouseStyle_1.5Fin,FireplaceQu_TA,ExterirorMetalSd,KitchenQual_Fa,BedroomAbvGr,MSSubClass_50,Fence_MnPrv,BsmtCond_NA,SaleCondition_Normal,LotConfig_CulDSac,Neighborhood_Somerst,Neighborhood_BrkSide,Alley_Grvl,SaleCondition_Abnorml,BldgType_1Fam,HeatingQC_Fa,GarageQual_Fa,BsmtCond_Fa,HeatingQC_Gd,GarageCond_Fa,Neighborhood_Timber,LotShape_IR2,BsmtExposure_Av,BsmtQual_Fa,Neighborhood_Sawyer,Electrical_FuseF,LandContour_HLS,Alley_NA,ExterQual_Fa,Functional_Typ,BldgType_Duplex,Neighborhood_MeadowV,MSSubClass_160,MSZoning_C (all),Condition_Norm,Neighborhood_BrDale,LandContour_Bnk,Fence_GdWo,BsmtCond_TA,ExterirorAsbShng,BldgType_Twnhs,BldgType_2fmCon,MSZoning_FV,HouseStyle_SFoyer,BsmtCond_Gd,PavedDrive_P,HouseStyle_1.5Unf,ExterirorHdBoard,MSSubClass_45,MSSubClass_180,SaleType_COD,OverallCond,BsmtFinTypeUnf,Neighborhood_CollgCr,FireplaceQu_Po,Neighborhood_Crawfor,MiscFeature_NA,Functional_Min2,Functional_Maj2,GarageType_CarPort,MiscFeature_Shed,Condition_PosN,MSSubClass_120,LotConfig_Inside,MSZoning_RH,Neighborhood_Veenker,Functional_Min1,GarageCond_Po,Neighborhood_SWISU,Neighborhood_ClearCr,Neighborhood_Mitchel,BsmtCond_Po,LowQualFinSFPercent,MasVnrType_NA,HouseStyle_1Story,Fence_MnWw,SaleCondition_AdjLand,MSSubClass_20,MSSubClass_85,Electrical_FuseP,LandContour_Low,BsmtExposure_Mn,GarageQual_Po,SaleCondition_Family,GarageQual_Gd,MasVnrType_BrkCmn,LotShape_IR3,SaleType_Con,SaleType_ConLD,Street_Grvl,MiscFeature_Othr,Neighborhood_Gilbert,Electrical_Mix,HouseStyle_2.5Fin,Neighborhood_NPkVill,HouseStyle_SLvl,MSSubClass_70,GarageQual_Ex,SaleType_Oth,Condition_Artery,RoofStyle_Gambrel,Functional_Maj1,ExterirorStucco,LandContour_Lvl,Condition_Feedr,HeatingQC_Po,ExterirorBrkFace,GarageType_Basment,ExterirorImStucc,SaleType_ConLw,MSSubClass_80,ExterirorAsphShn,GarageCond_Ex,Alley_Pave,Neighborhood_NWAmes,HouseStyle_2.5Unf,ExterirorCBlock,FireplaceQu_Fa,GarageType_2Types,MiscFeature_TenC,YrSold,RoofStyle_Shed,Neighborhood_Blmngtn,SaleType_CWD,Neighborhood_Blueste,SalePrice
300,5,7.603290980304419,6.045769906719419,1,2,1,0,5,53.0,1,3,0,0,56.0,2,0,1,0,0,0,0,1,0,11.202633796572632,0,0,0,0,1,0,0,1,1.8088523847197113,0,1,3.080070288241023,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157000
301,8,7.831155242098566,7.036879536595734,2,3,0,0,9,98.0,0,49,0,0,0.0,1,1,0,0,1,0,1,0,258,11.286333209304463,1,0,1,0,0,0,1,0,1.9206227568159207,1,0,2.8502698827717983,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,267000
302,7,7.450890116430925,6.265426789356097,3,2,0,0,6,101.0,0,52,0,0,150.0,1,1,0,0,1,0,0,0,549,10.819615751647337,0,0,0,0,0,0,1,1,1.9614749108742775,1,0,3.295873251689181,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205000
303,5,7.19639003284954,5.468073954826517,2,2,1,0,5,75.0,1,22,0,1,0.0,0,0,1,0,0,0,0,1,256,9.94962056392688,1,0,0,0,0,0,0,1,1.880156098717577,1,1,2.892507608519078,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149900
305,8,8.597608647194017,6.68740304976422,3,3,0,0,8,104.0,0,55,0,1,246.0,0,1,0,0,1,0,1,0,168,10.095133803411333,0,0,0,0,0,1,1,1,1.9717020890352623,0,0,2.990697562442441,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,305900
306,7,7.7689941210745115,6.881883531770824,3,4,0,0,8,90.0,0,41,0,0,246.0,1,1,0,0,0,0,0,0,395,10.773929658096,0,0,1,0,0,0,1,1,1.937643531005247,0,0,3.281818034911291,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,225000
307,6,6.44461940804811,6.123452173284719,0,1,1,0,6,-1.0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,144,9.433683365745745,1,0,0,0,0,0,0,0,0.0,0,1,2.74251673583519,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,3,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,89500
308,4,6.673987930963029,5.416899620838697,2,1,1,0,4,61.0,1,0,0,1,0.0,0,0,1,0,1,0,0,1,158,10.540140147169906,1,0,0,1,0,0,0,0,1.8756805566072197,1,0,3.064180726758657,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,82500
309,9,8.456490803821907,6.640091518201929,3,3,0,1,8,103.0,0,54,1,0,0.0,3,1,0,0,1,1,1,0,383,10.547817806853287,1,0,0,0,0,0,0,1,1.9275396739750839,1,0,3.080070288241023,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000
310,6,7.219089754476082,6.224366735308985,2,3,1,0,6,93.0,0,44,0,0,112.0,1,0,0,0,0,0,1,0,253,9.362912569055233,0,0,1,0,0,0,1,1,1.8294684700295039,0,0,2.7219425775973938,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165600
311,6,7.1571638167267615,5.583629154612598,1,2,1,0,5,48.0,1,52,0,0,0.0,1,0,1,0,1,0,0,1,0,9.457416090031758,1,0,0,1,1,0,0,0,1.7299004998778658,1,0,2.6591479484724942,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,132000
312,5,7.0123579067655255,5.782430889738413,2,2,1,0,5,39.0,1,0,0,0,0.0,1,0,0,0,0,0,0,1,271,9.397744871152785,1,0,0,1,1,0,0,0,1.8250652064719415,0,1,2.8394115144336776,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119900
313,7,8.883562271284838,6.717295340441264,2,4,1,0,8,65.0,1,15,0,0,0.0,2,0,0,0,0,0,0,0,0,21.539383460268116,1,0,0,0,1,0,0,1,1.8664301291501608,0,1,3.4996355115805833,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,375000
314,7,6.988308936237659,6.364688382085818,2,3,1,0,6,25.0,0,40,1,0,0.0,1,0,1,0,1,0,0,1,234,9.89846400767953,1,0,0,1,1,0,0,0,1.8781023853194856,0,0,2.7831576837137404,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178000
315,7,7.12213081962762,6.151566943214469,2,4,0,0,6,104.0,0,55,0,0,0.0,1,1,0,0,1,0,1,0,151,9.396238460128819,1,0,1,0,1,0,1,1,1.8346295092848035,1,0,2.9027831081870996,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,188500
316,7,7.8974593710921175,6.964749194518035,2,4,0,0,10,83.0,0,30,1,0,278.0,1,1,0,0,0,0,0,0,483,10.678926296800126,0,0,1,0,0,0,0,1,1.8556007362580844,0,1,3.11373725847777,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,260000
317,8,7.429645865044331,6.652863440103175,3,3,0,0,8,106.0,0,56,0,0,0.0,1,1,0,0,1,0,0,0,254,9.740037464252968,1,0,1,0,1,0,1,1,2.0001952267223593,1,0,2.942830956382712,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,270000
318,7,8.400542545425825,7.172118557194014,3,4,0,0,9,93.0,0,43,0,0,256.0,1,1,0,0,1,0,0,0,544,9.97490569933681,0,0,1,0,0,0,1,1,1.9128917051440282,0,0,3.080070288241023,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,260000
319,7,7.892378982891644,6.194082029364945,2,3,1,0,6,80.0,1,30,0,0,225.0,2,0,0,0,0,0,0,1,281,10.899842451849722,0,0,0,0,0,0,0,1,1.8920723214932587,0,1,3.168751714808233,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,187500
320,9,7.87451992134822,7.137993892644347,3,4,1,1,9,106.0,0,56,0,1,370.0,0,0,0,0,1,1,0,0,394,11.292067297783877,0,1,1,0,0,1,1,1,1.9607757567244959,1,0,3.245867180408456,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342643
321,8,8.223828407478093,7.048330965093572,3,4,0,1,10,104.0,0,54,0,0,388.0,1,1,0,0,1,1,1,0,338,10.487871778942395,0,0,1,0,1,0,1,0,1.9681203346001435,1,0,3.1543421455299043,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,354000
322,7,8.701906691672246,7.228374776563022,2,4,0,0,8,87.0,0,37,0,0,172.0,1,1,1,0,1,0,1,0,297,10.093675495853839,0,0,1,0,0,0,1,1,1.888175022589804,0,0,3.0452616464756694,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,301000
323,3,7.127660428466142,5.83975905410145,1,2,1,0,6,55.0,1,55,0,1,0.0,0,0,1,0,1,0,0,1,240,8.734353123788997,1,0,0,0,0,0,0,1,1.7149136931114837,1,0,2.6457513110645907,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126175
324,7,7.79287532318822,7.387222387241974,2,3,0,0,11,61.0,0,57,0,0,300.0,1,1,0,0,1,0,1,0,240,10.304552533127119,0,0,0,0,1,0,1,0,1.884203952146384,0,0,3.1301691601465746,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,242000
327,6,7.59702679487392,6.09825450137776,1,2,1,0,7,60.0,1,10,0,1,175.0,0,0,1,0,0,0,0,0,45,10.378019856537666,0,0,0,0,0,0,0,1,1.7641612769129598,0,1,2.990697562442441,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145250
328,6,7.387222387241974,6.796707868505486,2,2,1,0,10,30.0,0,44,0,1,0.0,0,0,1,0,0,0,0,1,328,10.441843963760045,1,0,0,1,0,0,1,0,1.838416287252544,0,0,3.0356045155780773,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,214500
329,5,6.502672452440762,5.875827856844015,1,1,1,0,6,20.0,1,0,0,1,0.0,0,0,1,0,0,0,0,1,137,8.944970599369796,1,0,0,1,0,0,0,0,1.689064290779593,0,1,2.7831576837137404,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,78000
330,5,7.830634640118486,6.4474195909412515,1,3,1,0,10,102.0,1,14,0,1,84.0,0,0,1,0,0,0,0,1,155,10.152477028479355,0,0,0,1,0,0,0,0,1.7974394377570433,0,1,2.9514811003608346,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119000
